10-000-maniacs--a-campfire-song	10,000 Maniacs	A Campfire Song
the-platters--the-platters-mix-smoke-gets-in-your-eyes-the-great-pretender	The Platters	The Platters Mix: Smoke Gets in Your Eyes   The Great Pretender   Twilight Time   Harbour Lights   Only You
the-platters--twilight-time	The Platters	Twilight Time
the-platters--under-the-boardwalk	The Platters	Under the Boardwalk
the-pointer-sisters--don-t-walk-away	The Pointer Sisters	Don't Walk Away
the-pointer-sisters--fire	The Pointer Sisters	Fire
the-pointer-sisters--i-m-so-excited	The Pointer Sisters	I'm So Excited
the-pointer-sisters--jump	The Pointer Sisters	Jump (for My Love)
the-pointer-sisters--neutron-dance	The Pointer Sisters	Neutron Dance
the-pointer-sisters--slow-hand	The Pointer Sisters	Slow Hand
the-pointer-sisters--yes-we-can-can	The Pointer Sisters	Yes We Can Can
the-police--bring-on-the-night	The Police	Bring on the Night
the-police--can-t-stand-losing-you	The Police	Can't Stand Losing You
the-police--de-do-do-do-de-da-da-da	The Police	De Do Do Do De Da Da Da
the-police--don-t-stand-so-close	The Police	Don't Stand So Close
the-police--don-t-stand-so-close-to-me	The Police	Don't Stand So Close To Me
the-police--every-breath-you-take	The Police	Every Breath You Take
the-police--every-little-thing-she-does-is-magic	The Police	Every Little Thing She Does Is Magic
the-police--invisible-sun	The Police	Invisible Sun
the-police--king-of-pain	The Police	King of Pain
the-police--message-in-a-bottle	The Police	Message in a Bottle
the-police--next-to-you	The Police	Next to You
the-police--roxanne	The Police	Roxanne
the-police--so-lonely	The Police	So Lonely
the-police--spirits-in-the-material-world	The Police	Spirits In The Material World
the-police--walking-in-your-footsteps	The Police	Walking in Your Footsteps
the-police--walking-on-the-moon	The Police	Walking on The Moon
the-police--wrapped-around-your-finger	The Police	Wrapped Around Your Finger
the-power-station--some-like-it-hot	The Power Station	Some Like It Hot
the-presidents-of-the-united-states-of-america--video-killed-the-radio-star	The Presidents of the United States of America	Video Killed The Radio Star
the-pretenders--back-on-the-chain-gang	The Pretenders	Back on the Chain Gang
the-pretenders--brass-in-pocket	The Pretenders	Brass In Pocket
the-pretenders--don-t-get-me-wrong	The Pretenders	Don't Get Me Wrong
the-pretenders--i-ll-stand-by-you	The Pretenders	I'll Stand By You
the-pretenders--kid	The Pretenders	Kid
the-pretenders--middle-of-the-road	The Pretenders	Middle of the Road
the-prodigy--breath	The Prodigy	Breath
the-prodigy--no-good	The Prodigy	No Good (Start the Dance)
the-prodigy--one-love	The Prodigy	One Love
the-prodigy--smack-my-bitch-up	The Prodigy	Smack My Bitch Up
the-prodigy--wind-it-up	The Prodigy	Wind It Up
the-prodigy--your-love	The Prodigy	Your Love
the-psychedelic-furs--love-my-way	The Psychedelic Furs	Love My Way
the-ramsey-lewis-trio--wade-in-the-water	The Ramsey Lewis Trio	Wade in the Water
the-rascals--a-beautiful-morning	The Rascals	A Beautiful Morning
the-rascals--good-lovin	The Rascals	Good Lovin
the-rascals--groovin	The Rascals	Groovin'
the-rascals--how-can-i-be-sure	The Rascals	How Can I Be Sure
the-rascals--lonely-too-long	The Rascals	Lonely Too Long
the-rascals--people-got-to-be-free	The Rascals	People Got To Be Free
the-raspberries--go-all-the-way	The Raspberries	Go All the Way
the-rembrandts--someone	The Rembrandts	Someone
the-righteous-brothers--soul-and-inspiration	The Righteous Brothers	(You're My) Soul And Inspiration
the-righteous-brothers--the-blues	The Righteous Brothers	The Blues
the-righteous-brothers--unchained-melody	The Righteous Brothers	Unchained Melody
the-righteous-brothers--you-ve-lost-that-lovin-feelin	The Righteous Brothers	You've Lost That Lovin' Feelin'
the-rippingtons--moonlighting	The Rippingtons	Moonlighting
the-ritchie-family--brazil	The Ritchie Family	Brazil
the-ritchie-family--the-best-disco-in-town	The Ritchie Family	The Best Disco In Town
the-rivieras--california-sun	The Rivieras	California Sun
the-robert-cray-band--right-next-door	The Robert Cray Band	Right Next Door
the-robert-cray-band--smoking-gun	The Robert Cray Band	Smoking Gun
the-rolling-stones--19th-nervous-breakdown	The Rolling Stones	19th Nervous Breakdown
the-rolling-stones--angie	The Rolling Stones	Angie
the-rolling-stones--anybody-seen-my-baby	The Rolling Stones	Anybody Seen My Baby
the-rolling-stones--as-tears-go-by	The Rolling Stones	As Tears Go By
the-rolling-stones--beast-of-burden	The Rolling Stones	Beast of Burden
the-rolling-stones--brown-sugar	The Rolling Stones	Brown Sugar
the-rolling-stones--can-t-be-seen	The Rolling Stones	Can't Be Seen
the-rolling-stones--citadel	The Rolling Stones	Citadel
the-rolling-stones--cry-to-me	The Rolling Stones	Cry to Me
the-rolling-stones--dandelion	The Rolling Stones	Dandelion
the-rolling-stones--doo-doo-doo-doo-doo	The Rolling Stones	Doo Doo Doo Doo Doo (Heartbreaker)
the-rolling-stones--fool-to-cry	The Rolling Stones	Fool to Cry
the-rolling-stones--get-off-my-cloud	The Rolling Stones	Get Off My Cloud
the-rolling-stones--gimme-shelter	The Rolling Stones	Gimme Shelter
the-rolling-stones--going-to-a-go-go	The Rolling Stones	Going To A Go-Go
the-rolling-stones--good-time-woman	The Rolling Stones	Good Time Woman
the-rolling-stones--have-you-seen-your-mother-baby-standing-in-the-shadow	The Rolling Stones	Have You Seen Your Mother, Baby, Standing In The Shadow?
the-rolling-stones--heart-of-stone	The Rolling Stones	Heart of Stone
the-rolling-stones--honky-tonk-woman	The Rolling Stones	Honky Tonk Woman
the-rolling-stones--honky-tonk-women	The Rolling Stones	Honky Tonk Women
the-rolling-stones--i-can-t-get-no	The Rolling Stones	I Can't Get No (Satisfaction)
the-rolling-stones--it-s-all-over-now	The Rolling Stones	It's All Over Now
the-rolling-stones--it-s-only-rock-n-roll	The Rolling Stones	It's Only Rock 'N Roll (But I Like It)
the-rolling-stones--jumpin-jack-flash	The Rolling Stones	Jumpin' Jack Flash
the-rolling-stones--jumping-jack-flash	The Rolling Stones	Jumping Jack Flash
the-rolling-stones--lady-jane	The Rolling Stones	Lady Jane
the-rolling-stones--let-s-spend-the-night-together	The Rolling Stones	Let's Spend The Night Together
the-rolling-stones--love-is-strong	The Rolling Stones	Love Is Strong
the-rolling-stones--miss-you	The Rolling Stones	Miss You
the-rolling-stones--mixed-emotions	The Rolling Stones	Mixed Emotions
the-rolling-stones--mother-s-little-helper	The Rolling Stones	Mother's Little Helper
the-rolling-stones--not-fade-away	The Rolling Stones	Not Fade Away
the-rolling-stones--out-of-time	The Rolling Stones	Out of Time
the-rolling-stones--paint-it-black	The Rolling Stones	Paint It Black
the-rolling-stones--ruby-tuesday	The Rolling Stones	Ruby Tuesday
the-rolling-stones--she-s-so-cold	The Rolling Stones	She's So Cold
the-rolling-stones--start-me-up	The Rolling Stones	Start Me Up
the-rolling-stones--sympathy-for-the-devil	The Rolling Stones	Sympathy for the Devil
the-rolling-stones--the-last-time	The Rolling Stones	The Last Time
the-rolling-stones--time-is-on-my-side	The Rolling Stones	Time Is On My Side
the-rolling-stones--tumbling-dice	The Rolling Stones	Tumbling Dice
the-rolling-stones--under-my-thumb	The Rolling Stones	Under My Thumb
the-rolling-stones--waiting-on-a-friend	The Rolling Stones	Waiting On A Friend
the-rolling-stones--wild-horses	The Rolling Stones	Wild Horses
the-rolling-stones--you-can-t-always-get-what-you-want	The Rolling Stones	You Can't Always Get What You Want
the-ronettes--be-my-baby	The Ronettes	Be My Baby
the-rooftop-singers--walk-right-in	The Rooftop Singers	Walk Right In
the-rubettes--juke-box-jive	The Rubettes	Juke Box Jive
the-rubettes--sugar-baby-love	The Rubettes	Sugar Baby Love
the-rutles--hold-my-hand	The Rutles	Hold My Hand
the-searchers--love-potion-no-9	The Searchers	Love Potion No. 9
the-searchers--sweet-for-my-sweet	The Searchers	Sweet for My Sweet
the-seekers--georgie-girl	The Seekers	Georgie Girl
the-shadows--apache	The Shadows	Apache
the-shadows--atlantis	The Shadows	Atlantis
the-shadows--dance-on	The Shadows	Dance On
the-shadows--fbi	The Shadows	FBI
the-shadows--foot-tapper	The Shadows	Foot Tapper
the-shadows--guitar-boogie	The Shadows	Guitar Boogie
the-shadows--guitar-tango	The Shadows	Guitar Tango
the-shadows--kontiki	The Shadows	Kontiki
the-shadows--quartermaster-stores	The Shadows	Quartermaster Stores
the-shadows--riders-in-the-sky	The Shadows	Riders in the Sky
the-shadows--sleepwalk	The Shadows	Sleepwalk
the-shadows--theme-from-the-deerhunter	The Shadows	Theme From 'The Deerhunter' (Cavatina)
the-shadows--unchained-melody	The Shadows	Unchained Melody
the-shadows--walk-don-t-run	The Shadows	Walk Don't Run
the-shadows--wonderful-land	The Shadows	Wonderful Land
the-shamen--boss-drum	The Shamen	Boss Drum
the-shamen--ebeneezer-goode	The Shamen	Ebeneezer Goode
the-shamen--love-sex-intelligence	The Shamen	Love Sex Intelligence
the-shamen--phorever-people	The Shamen	Phorever People
the-shangri-las--leader-of-the-pack	The Shangri-Las	Leader of the Pack
the-shangri-las--remember	The Shangri-Las	Remember (Walkin' in the Sand)
the-shirelles--will-you-love-me-tomorrow	The Shirelles	Will You Love Me Tomorrow
the-smashing-pumpkins--1979	The Smashing Pumpkins	1979
the-smashing-pumpkins--ava-adore	The Smashing Pumpkins	Ava Adore
the-smashing-pumpkins--bodies	The Smashing Pumpkins	Bodies
the-smashing-pumpkins--bullet-with-butterfly-wings	The Smashing Pumpkins	Bullet With Butterfly Wings
the-smashing-pumpkins--cherry	The Smashing Pumpkins	Cherry
the-smashing-pumpkins--cherub-rock	The Smashing Pumpkins	Cherub Rock
the-smashing-pumpkins--clones	The Smashing Pumpkins	Clones (We're All)
the-smashing-pumpkins--cupid-de-locke	The Smashing Pumpkins	Cupid de Locke
the-smashing-pumpkins--disarm	The Smashing Pumpkins	Disarm
the-smashing-pumpkins--drown	The Smashing Pumpkins	Drown
the-smashing-pumpkins--eye	The Smashing Pumpkins	Eye
the-smashing-pumpkins--jellybelly	The Smashing Pumpkins	Jellybelly
the-smashing-pumpkins--landslide	The Smashing Pumpkins	Landslide
the-smashing-pumpkins--love	The Smashing Pumpkins	Love
the-smashing-pumpkins--mayonaise	The Smashing Pumpkins	Mayonaise
the-smashing-pumpkins--mellon-collie-and-the-infinite-sadness	The Smashing Pumpkins	Mellon Collie and the Infinite Sadness
the-smashing-pumpkins--perfect	The Smashing Pumpkins	Perfect
the-smashing-pumpkins--quiet	The Smashing Pumpkins	Quiet
the-smashing-pumpkins--silverfuck	The Smashing Pumpkins	Silverfuck
the-smashing-pumpkins--thirty-three	The Smashing Pumpkins	Thirty-Three
the-smashing-pumpkins--thru-the-eyes-of-ruby	The Smashing Pumpkins	Thru the Eyes of Ruby
the-smashing-pumpkins--to-forgive	The Smashing Pumpkins	To Forgive
the-smashing-pumpkins--today	The Smashing Pumpkins	Today
the-smashing-pumpkins--tonight-tonight	The Smashing Pumpkins	Tonight, Tonight
the-smashing-pumpkins--tonite	The Smashing Pumpkins	Tonite (reprise)
the-smashing-pumpkins--zero	The Smashing Pumpkins	Zero
the-smiths--how-soon-is-now	The Smiths	How Soon Is Now
the-sopwith-camel--hello-hello	The Sopwith "Camel"	Hello Hello
the-soul-survivors--expressway	The Soul Survivors	Expressway (To Your Heart)
the-spencer-davis-group--gimme-some-lovin	The Spencer Davis Group	Gimme Some Lovin'
the-spencer-davis-group--keep-on-running	The Spencer Davis Group	Keep On Running
the-spotnicks--amapola	The Spotnicks	Amapola
the-spotnicks--happy-guitar	The Spotnicks	Happy Guitar
the-spotnicks--last-date	The Spotnicks	Last Date
the-standells--dirty-water	The Standells	Dirty Water
the-staple-singers--city-in-the-sky	The Staple Singers	City In The Sky
the-staple-singers--i-ll-take-you-there	The Staple Singers	I'll Take You There
the-stranglers--golden-brown	The Stranglers	Golden Brown
the-string-a-longs--wheels	The String-A-Longs	Wheels
the-style-council--shout-to-the-top	The Style Council	Shout to the Top
the-stylistics--betcha-by-golly-wow	The Stylistics	Betcha By Golly Wow
the-stylistics--you-are-everything	The Stylistics	You Are Everything
the-stylistics--you-make-me-feel-brand-new	The Stylistics	You Make Me Feel Brand New
the-sugarhill-gang--rapper-s-delight	The Sugarhill Gang	Rapper's Delight
the-supremes--ain-t-no-mountain-high-enough	The Supremes	Ain't No Mountain High Enough
the-supremes--baby-love	The Supremes	Baby Love
the-supremes--come-see-about-me	The Supremes	Come See About Me
the-supremes--floy-joy	The Supremes	Floy Joy
the-supremes--i-hear-a-symphony	The Supremes	I Hear a Symphony
the-supremes--i-m-gonna-make-you-love-me	The Supremes	I'm Gonna Make You Love Me
the-supremes--love-child	The Supremes	Love Child
the-supremes--reflections	The Supremes	Reflections
the-supremes--someday-we-ll-be-together	The Supremes	Someday We'll Be Together
the-supremes--stoned-love	The Supremes	Stoned Love
the-supremes--stop-in-the-name-of-love	The Supremes	Stop! In the Name of Love
the-supremes--the-happening	The Supremes	The Happening
the-supremes--you-keep-me-hanging-on	The Supremes	You Keep Me Hanging On
the-surfaris--wipe-out	The Surfaris	Wipe Out
the-swinging-blue-jeans--hippy-hippy-shake	The Swinging Blue Jeans	Hippy Hippy Shake
the-sylvers--boogie-fever	The Sylvers	Boogie Fever
the-syndicate-of-sound--little-girl	The Syndicate of Sound	Little Girl
the-tee-set--ma-belle-amie	The Tee Set	Ma Belle Amie
the-temptations--ain-t-too-proud-to-beg	The Temptations	Ain't Too Proud To Beg
the-temptations--ball-of-confusion	The Temptations	Ball of Confusion (That's What the World Is Today)
the-temptations--beauty-is-only-skin-deep	The Temptations	Beauty Is Only Skin Deep
the-temptations--cloud-nine	The Temptations	Cloud Nine
the-temptations--get-ready	The Temptations	Get Ready
the-temptations--i-can-t-get-next-to-you	The Temptations	I Can't Get Next to You
the-temptations--i-wish-it-would-rain	The Temptations	I Wish It Would Rain
the-temptations--just-my-imagination	The Temptations	Just My Imagination
the-temptations--my-girl	The Temptations	My Girl
the-temptations--papa-was-a-rollin-stone	The Temptations	Papa Was a Rollin' Stone
the-temptations--papa-was-a-rolling-stone	The Temptations	Papa Was a Rolling Stone
the-temptations--the-way-you-do-the-things-you-do	The Temptations	The Way You Do the Things You Do
the-the-kingston-trio--allentown-jail	The The Kingston Trio	Allentown Jail
the-tony-rich-project--nobody-knows	The Tony Rich Project	Nobody Knows
the-tragically-hip--38-years-old	The Tragically Hip	38 Years Old
the-tragically-hip--ahead-by-a-century	The Tragically Hip	Ahead by a Century
the-tragically-hip--blow-at-high-dough	The Tragically Hip	Blow at High Dough
the-tragically-hip--boots-or-hearts	The Tragically Hip	Boots or Hearts
the-tragically-hip--cordelia	The Tragically Hip	Cordelia
the-tragically-hip--courage	The Tragically Hip	Courage
the-tragically-hip--fifty-mission-cap	The Tragically Hip	Fifty-Mission Cap
the-tragically-hip--highway-girl	The Tragically Hip	Highway Girl
the-tragically-hip--small-town-bringdown	The Tragically Hip	Small Town Bringdown
the-trammps--disco-inferno	The Trammps	Disco Inferno
the-trammps--zing-went-the-strings-of-my-heart	The Trammps	Zing Went the Strings of My Heart
the-tremeloes--here-comes-my-baby	The Tremeloes	Here Comes My Baby
the-tremeloes--my-little-lady	The Tremeloes	My Little Lady
the-tremeloes--silence-is-golden	The Tremeloes	Silence Is Golden
the-troggs--love-is-all-around	The Troggs	Love Is All Around
the-troggs--wild-thing	The Troggs	Wild Thing
the-troggs--with-a-girl-like-you	The Troggs	With a Girl Like You
the-turtles--happy-together	The Turtles	Happy Together
the-vapors--turning-japanese	The Vapors	Turning Japanese
the-ventures--apache	The Ventures	Apache
the-ventures--besame-mucho	The Ventures	Besame Mucho
the-ventures--bird-rockers	The Ventures	Bird Rockers
the-ventures--blue-star	The Ventures	Blue Star
the-ventures--blue-star-the-melodic-theme	The Ventures	Blue Star 'The Melodic Theme'
the-ventures--bluebird	The Ventures	Bluebird
the-ventures--bulldog	The Ventures	Bulldog
the-ventures--calcutta	The Ventures	Calcutta
the-ventures--diamond-head	The Ventures	Diamond Head
the-ventures--eleventh-hour	The Ventures	Eleventh Hour
the-ventures--escape	The Ventures	Escape
the-ventures--fugitive	The Ventures	Fugitive
the-ventures--gringo	The Ventures	Gringo
the-ventures--guitar-boogie-shuffle	The Ventures	Guitar Boogie Shuffle
the-ventures--guitar-twist	The Ventures	Guitar Twist
the-ventures--honky-tonk	The Ventures	Honky Tonk
the-ventures--i-feel-fine	The Ventures	I Feel Fine
the-ventures--instant-guitar	The Ventures	Instant Guitar
the-ventures--joker-s-wild	The Ventures	Joker's Wild
the-ventures--penetration	The Ventures	Penetration
the-ventures--perfidia	The Ventures	Perfidia
the-ventures--pipeline	The Ventures	Pipeline
the-ventures--the-cruel-sea	The Ventures	The Cruel Sea
the-ventures--the-good-the-bad-and-the-ugly	The Ventures	The Good, The Bad, and The Ugly
the-ventures--theme-from-come-september	The Ventures	Theme from "Come September"
the-ventures--walk-don-t-run	The Ventures	Walk Don't Run
the-verve--bitter-sweet-symphonie	The Verve	Bitter Sweet Symphonie
the-verve--bittersweet-symphony	The Verve	Bittersweet Symphony
the-verve--the-drugs-don-t-work	The Verve	The Drugs Don't Work
the-verve-pipe--the-freshman	The Verve Pipe	The Freshman
